S.No#,CarTitle,CarCompany,ModelYear,Mileage(km),EngineType,Transmission,RegisteredCIty,CarColor,EngineCapacity(cc),BodyType,Price(PKR_lacs)
6531,Toyota Aqua S 2020,Toyota,2020,39000,Hybrid,Automatic,Un-Registered,Blue,1500,Hatchback,52
6532,Toyota Corolla Altis Grande X CVT-i 1.8 Beige Interior 2020,Toyota,2020,45000,Petrol,Automatic,Islamabad,Black,1800,Sedan,52
6533,DFSK Glory 580 Pro 2021,DFSK,2021,22500,Petrol,Automatic,Lahore,White,1500,Crossover,52
6534,Honda Civic 1.8 i-VTEC CVT 2020,Honda,2020,53000,Petrol,Automatic,Islamabad,White,1800,Sedan,52
6535,Toyota Corolla Altis X Automatic 1.6 Special Edition 2021,Toyota,2021,18000,Petrol,Automatic,Punjab,White,1600,Sedan,52
6536,KIA Stonic EX+ 2022,KIA,2022,1200,Petrol,Automatic,Lahore,Black,1400,Crossover,52
6537,Toyota Corolla Altis Automatic 1.6 2022,Toyota,2022,7000,Petrol,Automatic,Islamabad,White,1600,Sedan,52
6538,Toyota Corolla Altis Automatic 1.6 2022,Toyota,2022,10000,Petrol,Automatic,Punjab,White,1600,Sedan,52
6539,Honda Civic 1.8 i-VTEC CVT 2022,Honda,2022,17000,Petrol,Automatic,Karachi,Black,1800,Sedan,52
6540,Toyota Corolla Altis Automatic 1.6 2022,Toyota,2022,2000,Petrol,Automatic,Islamabad,White,1600,Sedan,52
6541,Toyota Raize Z 2020,Toyota,2020,5000,Petrol,Automatic,Un-Registered,Green,1000,Crossover,52
6542,DFSK Glory 580 Pro 2021,DFSK,2021,30000,Petrol,Automatic,Islamabad,White,1500,Crossover,52
6543,Toyota Corolla Altis Grande CVT-i 1.8 2020,Toyota,2020,8000,Petrol,Automatic,Sindh,Silver,1800,Sedan,52
6544,DFSK Glory 580 Pro 2021,DFSK,2021,26000,Petrol,Automatic,Sindh,Black,1500,Crossover,52.1
6545,Hyundai Elantra GLS 2021,Hyundai,2021,26372,Petrol,Automatic,Punjab,White,2000,Sedan,52.15
6546,Toyota Corolla Altis X Automatic 1.6 2022,Toyota,2022,1850,Petrol,Automatic,Islamabad,White,1600,Sedan,52.2
6547,Honda Civic Oriel 1.8 i-VTEC CVT 2021,Honda,2021,35000,Petrol,Automatic,Islamabad,Black,1800,Sedan,52.25
6548,Honda Civic Oriel 1.8 i-VTEC CVT 2021,Honda,2021,37000,Petrol,Automatic,Islamabad,White,1800,Sedan,52.25
6549,Hyundai Elantra GLS 2021,Hyundai,2021,19500,Petrol,Automatic,Islamabad,White,2000,Sedan,52.25
6550,Toyota Corolla Altis X Automatic 1.6 2022,Toyota,2022,4700,Petrol,Automatic,Karachi,White,1600,Sedan,52.25
6551,Honda Civic Oriel 1.8 i-VTEC CVT 2020,Honda,2020,55822,Petrol,Automatic,Islamabad,White,1800,Sedan,52.25
6552,Toyota Corolla Altis X Automatic 1.6 Special Edition 2022,Toyota,2022,8000,Petrol,Automatic,Karachi,White,1600,Sedan,52.25
6553,Honda Civic Oriel 1.8 i-VTEC CVT 2021,Honda,2021,14000,Petrol,Automatic,Punjab,White,1800,Sedan,52.25
6554,Honda Civic Oriel 1.8 i-VTEC CVT 2020,Honda,2020,57500,Petrol,Automatic,Islamabad,Black,1800,Sedan,52.25
6555,Honda Civic Oriel 1.8 i-VTEC CVT 2021,Honda,2021,23000,Petrol,Automatic,Lahore,Black,1800,Sedan,52.3
6556,Toyota Corolla Altis X Automatic 1.6 Special Edition 2021,Toyota,2021,14000,Petrol,Automatic,Punjab,Silver,1600,Sedan,52.3
6557,Honda Civic Oriel 1.8 i-VTEC CVT 2021,Honda,2021,18000,Petrol,Automatic,Sindh,White,1800,Sedan,52.45
6558,Toyota Corolla Altis X Automatic 1.6 Special Edition 2021,Toyota,2021,26000,Petrol,Automatic,Punjab,White,1600,Sedan,52.5
6559,Toyota Corolla Fielder Hybrid 2018,Toyota,2018,46000,Petrol,Automatic,Islamabad,Silver,1500,Station Wagon,52.5
6560,Toyota Corolla Altis X Automatic 1.6 Special Edition 2022,Toyota,2022,9000,Petrol,Automatic,Islamabad,White,1600,Sedan,52.5
6561,DFSK Glory 580 Pro 2021,DFSK,2021,8521,Petrol,Automatic,Karachi,Silver,1500,Crossover,52.5
6562,Toyota Corolla Altis Grande X CVT-i 1.8 Beige Interior 2021,Toyota,2021,10000,Petrol,Automatic,Karachi,White,1800,Sedan,52.5
6563,Hyundai Elantra GLS 2021,Hyundai,2021,16000,Petrol,Automatic,Karachi,Silver,2000,Sedan,52.5
6564,Honda Civic Oriel 1.8 i-VTEC CVT 2021,Honda,2021,2500,Petrol,Automatic,Sindh,Grey,1800,Sedan,52.5
6565,DFSK Glory 580 Pro 2021,DFSK,2021,7120,Petrol,Automatic,Islamabad,White,1500,Crossover,52.5
6566,Honda Civic Oriel 1.8 i-VTEC CVT 2021,Honda,2021,24000,Petrol,Automatic,Islamabad,White,1800,Sedan,52.5
6567,Honda Civic Oriel 1.8 i-VTEC CVT 2021,Honda,2021,23000,Petrol,Automatic,Punjab,White,1800,Sedan,52.5
6568,Honda Civic Oriel 1.8 i-VTEC CVT 2020,Honda,2020,32000,Petrol,Automatic,Islamabad,White,1800,Sedan,52.5
6569,Honda Grace Hybrid EX 2017,Honda,2017,57000,Hybrid,Automatic,Punjab,Black,1500,Sedan,52.5
6570,Honda Freed + Hybrid G Honda Sensing 2016,Honda,2016,44000,Petrol,Automatic,Un-Registered,Blue,1500,MPV,52.5
6571,DFSK Glory 580 Pro 2021,DFSK,2021,14769,Petrol,Automatic,Karachi,Black,1500,Crossover,52.5
6572,Toyota Corolla Altis Grande X CVT-i 1.8 Beige Interior 2021,Toyota,2021,16000,Petrol,Automatic,Un-Registered,Silver,1800,Sedan,52.5
6573,Toyota Corolla Altis Grande X CVT-i 1.8 Beige Interior 2021,Toyota,2021,8700,Petrol,Automatic,Un-Registered,White,1800,Sedan,52.5
6574,DFSK Glory 580 Pro 2021,DFSK,2021,17500,Petrol,Automatic,Islamabad,White,1500,Crossover,52.5
6575,Toyota Raize Z 2020,Toyota,2020,21500,Petrol,Automatic,Un-Registered,Red,1000,Crossover,52.5
6576,Toyota Sienta G 2017,Toyota,2017,49000,Hybrid,Automatic,Un-Registered,Burgundy,1500,Van,52.5
6577,Toyota Corolla Altis 1.8 2021,Toyota,2021,19000,Petrol,Automatic,Karachi,White,1800,Sedan,52.5
6578,Toyota Raize Z 2020,Toyota,2020,17500,Petrol,Automatic,Islamabad,Silver,1000,Crossover,52.5
6579,Toyota Raize Z 2020,Toyota,2020,29453,Petrol,Automatic,Un-Registered,White,1000,Crossover,52.5
6580,MG ZS 1.5L 2022,MG,2022,10000,Petrol,Automatic,Islamabad,Silver,1500,Compact SUV,52.5
6581,Toyota Corolla Altis X Automatic 1.6 Special Edition 2022,Toyota,2022,350,Petrol,Automatic,Karachi,White,1600,Sedan,52.5
6582,Toyota Raize Z 2020,Toyota,2020,11000,Petrol,Automatic,Lahore,Maroon,1000,Crossover,52.5
6583,Honda Civic Oriel 1.8 i-VTEC CVT 2019,Honda,2019,25700,Petrol,Automatic,Islamabad,Black,1800,Sedan,52.5
6584,Honda Civic Oriel 1.8 i-VTEC CVT 2020,Honda,2020,32000,Petrol,Automatic,Islamabad,Black,1800,Sedan,52.5
6585,Honda Civic Oriel 1.8 i-VTEC CVT 2020,Honda,2020,40000,Petrol,Automatic,Punjab,Black,1800,Sedan,52.5
6586,Toyota Corolla Fielder Hybrid G  WB  2015,Toyota,2015,1234,Petrol,Automatic,Islamabad,White,1500,Station Wagon,52.5
6587,DFSK Glory 580 Pro 2022,DFSK,2022,15000,Petrol,Automatic,Islamabad,White,1500,Crossover,52.5
6588,Honda Civic Oriel 1.8 i-VTEC CVT 2021,Honda,2021,25000,Petrol,Automatic,Sindh,White,1800,Sedan,52.5
6589,Daihatsu Rocky 1.0 R TC 2020,Daihatsu,2020,5000,Petrol,Automatic,Un-Registered,White,1000,Compact SUV,52.5
6590,Honda Civic Oriel 1.8 i-VTEC CVT 2021,Honda,2021,23341,Petrol,Automatic,Un-Registered,White,1800,Sedan,52.5
6591,Toyota Corolla Altis Automatic 1.6 2022,Toyota,2022,9000,Petrol,Automatic,Islamabad,White,1600,Sedan,52.5
6592,DFSK Glory 580 Pro 2021,DFSK,2021,12000,Petrol,Automatic,Islamabad,Black,1500,Crossover,52.5
6593,Hyundai Elantra GLS 2021,Hyundai,2021,19300,Petrol,Automatic,Punjab,White,2000,Sedan,52.5
6594,Honda Civic Oriel 1.8 i-VTEC CVT 2021,Honda,2021,19645,Petrol,Automatic,Sindh,White,1800,Sedan,52.5
6595,Hyundai Elantra GL 2022,Hyundai,2022,5000,Petrol,Automatic,Islamabad,Black,1600,Sedan,52.5
6596,Toyota Raize Z 2020,Toyota,2020,6500,Petrol,Automatic,Un-Registered,Maroon,1000,Crossover,52.5
6597,KIA Sportage FWD 2019,KIA,2019,27500,Petrol,Automatic,Karachi,Red,2000,SUV,52.5
6598,Toyota Corolla Altis X CVT-i 1.8 2022,Toyota,2022,6000,Petrol,Automatic,Karachi,Silver,1800,Sedan,52.5
6599,Honda Civic Oriel 1.8 i-VTEC CVT 2021,Honda,2021,26900,Petrol,Automatic,Un-Registered,White,1800,Sedan,52.5
6600,Hyundai Elantra GLS 2021,Hyundai,2021,35000,Petrol,Automatic,Punjab,White,2000,Sedan,52.5
6601,Honda Civic Oriel 1.8 i-VTEC CVT 2021,Honda,2021,20000,Petrol,Automatic,Karachi,Grey,1800,Sedan,52.5
6602,Honda Civic Oriel 1.8 i-VTEC CVT 2020,Honda,2020,30000,Petrol,Automatic,Islamabad,White,1800,Sedan,52.5
6603,Honda Civic Oriel 1.8 i-VTEC CVT 2021,Honda,2021,25273,Petrol,Automatic,Islamabad,Grey,1800,Sedan,52.5
6604,Toyota Corolla Altis Automatic 1.6 2021,Toyota,2021,3300,Petrol,Automatic,Sindh,Silver,1600,Sedan,52.5
6605,Toyota Corolla Altis Grande X CVT-i 1.8 Beige Interior 2021,Toyota,2021,17000,Petrol,Automatic,Sindh,White,1800,Sedan,52.5
6606,Toyota Corolla Altis X Automatic 1.6 Special Edition 2021,Toyota,2021,2000,Petrol,Automatic,Punjab,White,1600,Sedan,52.5
6607,KIA Sportage Alpha 2020,KIA,2020,19000,Petrol,Automatic,Sindh,White,2000,SUV,52.6
6608,DFSK Glory 580 Pro 2021,DFSK,2021,7850,Petrol,Automatic,Islamabad,Black,1500,Crossover,52.65
6609,Toyota Corolla Altis Grande X CVT-i 1.8 Beige Interior 2021,Toyota,2021,12000,Petrol,Automatic,Karachi,White,1800,Sedan,52.65
6610,Toyota Corolla Altis X Automatic 1.6 Special Edition 2021,Toyota,2021,38000,Petrol,Automatic,Islamabad,White,1600,Sedan,52.65
6611,Honda Civic Oriel 1.8 i-VTEC CVT 2021,Honda,2021,35000,Petrol,Automatic,Punjab,White,1800,Sedan,52.7
6612,Honda Civic Oriel 1.8 i-VTEC CVT 2021,Honda,2021,9000,Petrol,Automatic,Sindh,Black,1800,Sedan,52.75
6613,Toyota Corolla Altis Grande X CVT-i 1.8 Beige Interior 2020,Toyota,2020,1700,Petrol,Automatic,Lahore,White,1800,Sedan,52.75
6614,Honda Civic Oriel 1.8 i-VTEC CVT 2021,Honda,2021,14000,Petrol,Automatic,Lahore,White,1800,Sedan,52.75
6615,Honda Civic 1.5 VTEC Turbo Oriel 2021,Honda,2021,51800,Petrol,Automatic,Islamabad,White,1500,Sedan,52.75
6616,Toyota Corolla Fielder X 2018,Toyota,2018,39000,Petrol,Automatic,Un-Registered,Black,1500,Station Wagon,52.75
6617,Toyota Corolla Altis X Automatic 1.6 Special Edition 2022,Toyota,2022,2500,Petrol,Automatic,Karachi,White,1600,Sedan,52.75
6618,Hyundai Elantra GLS 2021,Hyundai,2021,20000,Petrol,Automatic,Punjab,Black,2000,Sedan,52.75
6619,Honda Civic Oriel 1.8 i-VTEC CVT 2021,Honda,2021,10500,Petrol,Automatic,Punjab,Silver,1800,Sedan,52.75
6620,Honda Civic Oriel 1.8 i-VTEC CVT 2021,Honda,2021,7000,Petrol,Automatic,Un-Registered,White,1800,Sedan,52.75
6621,Honda Civic Oriel 1.8 i-VTEC CVT 2020,Honda,2020,27500,Petrol,Automatic,Punjab,White,1800,Sedan,52.75
6622,Honda Civic Oriel 1.8 i-VTEC CVT 2020,Honda,2020,12500,Petrol,Automatic,Islamabad,Black,1800,Sedan,52.75
6623,Toyota Corolla Altis X Automatic 1.6 Special Edition 2022,Toyota,2022,670,Petrol,Automatic,Karachi,White,1600,Sedan,52.75
6624,Toyota Aqua G 2018,Toyota,2018,37000,Hybrid,Automatic,Un-Registered,Black,1500,Hatchback,52.75
6625,Honda Civic Oriel 1.8 i-VTEC CVT 2021,Honda,2021,19000,Petrol,Automatic,Sindh,White,1800,Sedan,52.75
6626,DFSK Glory 580 Pro 2021,DFSK,2021,49523,Petrol,Automatic,Abbottabad,Black,1500,Crossover,52.75
6627,Hyundai Elantra GLS 2021,Hyundai,2021,20000,Petrol,Automatic,Islamabad,White,2000,Sedan,52.75
6628,Toyota Sienta G 2017,Toyota,2017,52000,Petrol,Automatic,Sindh,White,1500,Van,52.75
6629,Toyota Corolla Altis Grande CVT-i 1.8 2020,Toyota,2020,23700,Petrol,Automatic,Islamabad,White,1800,Sedan,52.75
6630,Toyota Corolla Altis Grande X CVT-i 1.8 Beige Interior 2021,Toyota,2021,13000,Petrol,Automatic,Karachi,Black,1800,Sedan,52.75
6631,Honda Civic Oriel 1.8 i-VTEC CVT 2020,Honda,2020,27000,Petrol,Automatic,Islamabad,White,1800,Sedan,52.8
6632,DFSK Glory 580 Pro 2021,DFSK,2021,8094,Petrol,Automatic,Karachi,White,1500,Crossover,52.8
6633,Toyota Raize Z 2020,Toyota,2020,28000,Petrol,Automatic,Un-Registered,Black,1000,Crossover,52.81
6634,Honda Civic Oriel 1.8 i-VTEC CVT 2020,Honda,2020,48000,Petrol,Automatic,Sindh,White,1800,Sedan,52.85
6635,Nissan Note MEDALIST 2019,Nissan,2019,7900,Petrol,Automatic,Un-Registered,Silver,1200,Mini Van,52.85
6636,Toyota Corolla Altis X Automatic 1.6 Special Edition 2022,Toyota,2022,5100,Petrol,Automatic,Karachi,White,1600,Sedan,52.9
6637,Honda Civic Oriel 1.8 i-VTEC CVT 2021,Honda,2021,20000,Petrol,Automatic,Islamabad,Grey,1800,Sedan,52.9
6638,Honda Civic Oriel 1.8 i-VTEC CVT 2021,Honda,2021,27000,Petrol,Automatic,Punjab,Grey,1800,Sedan,52.9
6639,Honda Civic Oriel 1.8 i-VTEC CVT 2021,Honda,2021,15000,Petrol,Automatic,Islamabad,Black,1800,Sedan,52.9
6640,Honda Civic Oriel 1.8 i-VTEC CVT 2020,Honda,2020,37000,Petrol,Automatic,Islamabad,Black,1800,Sedan,52.9
6641,Toyota Corolla Altis Automatic 1.6 2022,Toyota,2022,5200,Petrol,Automatic,Karachi,White,1600,Sedan,52.9
6642,Toyota Corolla Altis Automatic 1.6 2022,Toyota,2022,2800,Petrol,Automatic,Un-Registered,White,1600,Sedan,52.9
6643,Honda Civic Oriel 1.8 i-VTEC CVT 2021,Honda,2021,17000,Petrol,Automatic,Karachi,Grey,1800,Sedan,52.95
6644,Toyota Corolla Altis X Automatic 1.6 Special Edition 2022,Toyota,2022,6200,Petrol,Automatic,Islamabad,White,1600,Sedan,52.95
6645,Hyundai Elantra GLS 2021,Hyundai,2021,12000,Petrol,Automatic,Islamabad,Grey,2000,Sedan,52.95
6646,DFSK Glory 580 Pro 2022,DFSK,2022,24000,Petrol,Automatic,Islamabad,Black,1500,Crossover,52.95
6647,DFSK Glory 580 Pro 2021,DFSK,2021,15540,Petrol,Automatic,Lahore,White,1500,Crossover,52.99
6648,DFSK Glory 580 Pro 2021,DFSK,2021,11500,Petrol,Automatic,Punjab,Black,1500,Crossover,52.99
6649,Hyundai Elantra GLS 2021,Hyundai,2021,21000,Petrol,Automatic,Un-Registered,Blue,2000,Sedan,52.99
6650,Toyota Corolla Altis Automatic 1.6 2021,Toyota,2021,11000,Petrol,Automatic,Un-Registered,White,1600,Sedan,53
6651,Honda Civic Oriel 1.8 i-VTEC CVT 2020,Honda,2020,55000,Petrol,Automatic,Islamabad,White,1800,Sedan,53
6652,Toyota Corolla Altis X Automatic 1.6 Special Edition 2022,Toyota,2022,714,Petrol,Automatic,Un-Registered,White,1600,Sedan,53
6653,Honda Vezel Hybrid RS Honda Sensing  2016,Honda,2016,56504,Petrol,Automatic,Un-Registered,Black,1500,Crossover,53
6654,Honda Civic 1.5 RS Turbo 2019,Honda,2019,39000,Petrol,Automatic,Islamabad,White,1500,Sedan,53
6655,Honda Civic Oriel 1.8 i-VTEC CVT 2021,Honda,2021,19000,Petrol,Automatic,Islamabad,Black,1800,Sedan,53
6656,Honda Civic Oriel 1.8 i-VTEC CVT 2021,Honda,2021,27000,Petrol,Automatic,Islamabad,White,1800,Sedan,53
6657,Toyota Aqua S 2018,Toyota,2018,57000,Hybrid,Automatic,Karachi,Silver,1500,Hatchback,53
6658,Honda Civic Oriel 1.8 i-VTEC CVT 2020,Honda,2020,60000,Petrol,Automatic,Lahore,White,1800,Sedan,53
6659,Toyota Corolla Altis X Automatic 1.6 Special Edition 2022,Toyota,2022,350,Petrol,Automatic,Un-Registered,White,1600,Sedan,53
6660,Honda Civic Oriel 1.8 i-VTEC CVT 2021,Honda,2021,10000,Petrol,Automatic,Islamabad,Silver,1800,Sedan,53
6661,Honda Civic Oriel 1.8 i-VTEC CVT 2021,Honda,2021,12750,Petrol,Automatic,Karachi,Black,1800,Sedan,53
6662,Toyota Corolla Altis X Automatic 1.6 Special Edition 2022,Toyota,2022,10716,Petrol,Automatic,Islamabad,White,1600,Sedan,53
6663,Toyota Corolla Altis X Automatic 1.6 Special Edition 2022,Toyota,2022,700,Petrol,Automatic,Un-Registered,White,1600,Sedan,53
6664,Hyundai Elantra GLS 2021,Hyundai,2021,18000,Petrol,Automatic,Islamabad,White,2000,Sedan,53
6665,Toyota Corolla Altis Grande X CVT-i 1.8 Beige Interior 2021,Toyota,2021,38000,Petrol,Automatic,Sindh,White,1800,Sedan,53
6666,Honda Civic Oriel 1.8 i-VTEC CVT 2020,Honda,2020,24000,Petrol,Automatic,Islamabad,Black,1800,Sedan,53
6667,Hyundai Elantra GLS 2021,Hyundai,2021,27000,Petrol,Automatic,Islamabad,White,2000,Sedan,53
6668,Toyota Corolla Altis X Automatic 1.6 Special Edition 2022,Toyota,2022,625,Petrol,Automatic,Islamabad,White,1600,Sedan,53
6669,Toyota Corolla Altis Grande X CVT-i 1.8 Beige Interior 2021,Toyota,2021,24000,Petrol,Automatic,Karachi,White,1800,Sedan,53
6670,DFSK Glory 580 Pro 2021,DFSK,2021,12000,Petrol,Automatic,Lahore,Black,1500,Crossover,53
6671,Toyota Corolla Altis X Automatic 1.6 Special Edition 2022,Toyota,2022,2100,Petrol,Automatic,Punjab,White,1600,Sedan,53
6672,Honda Civic Oriel 1.8 i-VTEC CVT 2021,Honda,2021,36000,Petrol,Automatic,Islamabad,White,1800,Sedan,53
6673,Honda Civic Oriel 1.8 i-VTEC CVT 2020,Honda,2020,19850,Petrol,Automatic,Punjab,Silver,1800,Sedan,53
6674,Honda Civic Oriel 1.8 i-VTEC CVT 2021,Honda,2021,12700,Petrol,Automatic,Un-Registered,Black,1800,Sedan,53
6675,DFSK Glory 580 Pro 2021,DFSK,2021,18000,Petrol,Automatic,Islamabad,Black,1500,Crossover,53
6676,Honda Civic Oriel 1.8 i-VTEC CVT 2020,Honda,2020,49000,Petrol,Automatic,Lahore,White,1800,Sedan,53
6677,DFSK Glory 580 Pro 2021,DFSK,2021,16000,Petrol,Automatic,Faisalabad,Black,1500,Crossover,53
6678,Toyota Corolla Altis X Automatic 1.6 Special Edition 2021,Toyota,2021,12000,Petrol,Automatic,Islamabad,Silver,1600,Sedan,53
6679,Toyota Corolla Altis Grande X CVT-i 1.8 Beige Interior 2021,Toyota,2021,28900,Petrol,Automatic,Sindh,White,1800,Sedan,53
6680,DFSK Glory 580 Pro 2021,DFSK,2021,27000,Petrol,Automatic,Islamabad,White,1500,Crossover,53
6681,Honda Civic Oriel 1.8 i-VTEC CVT 2020,Honda,2020,11480,Petrol,Automatic,Islamabad,Black,1800,Sedan,53
6682,Hyundai Elantra GLS 2021,Hyundai,2021,21000,Petrol,Automatic,Punjab,Black,2000,Sedan,53
6683,MG ZS 1.5L 2021,MG,2021,8000,Petrol,Automatic,Punjab,Grey,1500,Compact SUV,53
6684,Honda Civic Oriel 1.8 i-VTEC CVT 2021,Honda,2021,25000,Petrol,Automatic,Sindh,Silver,1800,Sedan,53
6685,Toyota Corolla Altis Automatic 1.6 2021,Toyota,2021,12000,Petrol,Automatic,Islamabad,White,1600,Sedan,53
6686,DFSK Glory 580 Pro 2021,DFSK,2021,2000,Petrol,Automatic,Karachi,Black,1500,Crossover,53
6687,Honda BR-V i-VTEC S 2022,Honda,2022,6000,Petrol,Automatic,Islamabad,White,1500,MPV,53
6688,Hyundai Elantra GLS 2021,Hyundai,2021,14000,Petrol,Automatic,Islamabad,White,2000,Sedan,53
6689,Honda Civic Oriel 1.8 i-VTEC CVT 2021,Honda,2021,14392,Petrol,Automatic,Karachi,White,1800,Sedan,53
6690,Toyota Corolla Altis Automatic 1.6 2022,Toyota,2022,5000,Petrol,Automatic,Islamabad,Grey,1600,Sedan,53
6691,Toyota Corolla Altis Grande CVT-i 1.8 2020,Toyota,2020,15000,Petrol,Automatic,Lahore,White,1800,Sedan,53
6692,Honda Civic Oriel 1.8 i-VTEC CVT 2021,Honda,2021,30000,Petrol,Automatic,Islamabad,White,1800,Sedan,53
6693,Hyundai Elantra GLS 2021,Hyundai,2021,23000,Petrol,Automatic,Islamabad,White,2000,Sedan,53
6694,Hyundai Elantra GLS 2021,Hyundai,2021,20000,Petrol,Automatic,Punjab,White,2000,Sedan,53
6695,Nissan Note 15 BROWNIE INTERIOR 2018,Nissan,2018,50000,Hybrid,Automatic,Gujranwala,White,1200,Mini Van,53
6696,DFSK Glory 580 Pro 2021,DFSK,2021,16000,Petrol,Automatic,Punjab,Silver,1500,Crossover,53
6697,DFSK Glory 580 Pro 2021,DFSK,2021,8200,Petrol,Automatic,Karachi,Silver,1500,Crossover,53
6698,Toyota Corolla Altis Grande X CVT-i 1.8 Beige Interior 2021,Toyota,2021,20000,Petrol,Automatic,Karachi,White,1800,Sedan,53
6699,DFSK Glory 580 Pro 2021,DFSK,2021,10000,Petrol,Automatic,Islamabad,Silver,1500,Crossover,53
6700,KIA Sportage Alpha 2021,KIA,2021,15000,Petrol,Automatic,Un-Registered,Grey,2000,SUV,53
6701,Daihatsu Rocky 1.0 R TC 2020,Daihatsu,2020,32000,Petrol,Automatic,Un-Registered,Black,1000,Compact SUV,53
6702,Toyota Raize Z 2020,Toyota,2020,19700,Hybrid,Automatic,Islamabad,Turquoise,1000,Crossover,53
6703,Honda Civic Oriel 1.8 i-VTEC CVT 2021,Honda,2021,8500,Petrol,Automatic,Islamabad,White,1800,Sedan,53
6704,Honda Civic Oriel 1.8 i-VTEC CVT 2021,Honda,2021,14501,Petrol,Automatic,Un-Registered,White,1800,Sedan,53
6705,DFSK Glory 580 Pro 2021,DFSK,2021,30000,Petrol,Automatic,Islamabad,White,1500,Crossover,53
6706,Hyundai Elantra GLS 2022,Hyundai,2022,5000,Petrol,Automatic,Karachi,Silver,2000,Sedan,53
6707,Toyota Corolla Altis X Automatic 1.6 Special Edition 2022,Toyota,2022,2844,Petrol,Automatic,Sindh,White,1600,Sedan,53
6708,Toyota Corolla Altis Automatic 1.6 2022,Toyota,2022,28000,Petrol,Automatic,Punjab,White,1600,Sedan,53
6709,Honda Vezel Hybrid Z Honda Sensing  2017,Honda,2017,60000,Petrol,Automatic,Karachi,Orange,1500,Crossover,53
6710,Honda Civic Oriel 1.8 i-VTEC CVT 2021,Honda,2021,57000,Petrol,Automatic,Karachi,White,1800,Sedan,53
6711,Toyota Corolla Altis X Automatic 1.6 Special Edition 2022,Toyota,2022,4800,Petrol,Automatic,Sindh,White,1600,Sedan,53
6712,MG ZS 1.5L 2021,MG,2021,23000,Petrol,Automatic,Islamabad,White,1500,Compact SUV,53
6713,Toyota Corolla Fielder Hybrid 2019,Toyota,2019,54000,Petrol,Automatic,Un-Registered,Silver,1500,Station Wagon,53
6714,Toyota Corolla Altis Automatic 1.6 2022,Toyota,2022,2900,Petrol,Automatic,Un-Registered,White,1600,Sedan,53
6715,Toyota Voxy TRANS-X 2015,Toyota,2015,49000,Hybrid,Automatic,Islamabad,White,1500,Van,53
6716,Honda Civic Oriel 1.8 i-VTEC CVT 2021,Honda,2021,44000,Petrol,Automatic,Karachi,White,1800,Sedan,53
6717,DFSK Glory 580 Pro 2021,DFSK,2021,14130,Petrol,Automatic,Islamabad,Silver,1500,Crossover,53
6718,Honda Civic Oriel 1.8 i-VTEC CVT 2021,Honda,2021,14616,Petrol,Automatic,Karachi,White,1800,Sedan,53
6719,MG HS 1.5 Turbo 2021,MG,2021,26000,Petrol,Automatic,Un-Registered,White,1500,SUV,53
6720,DFSK Glory 580 1.5 CVT 2021,DFSK,2021,5000,Petrol,Automatic,Karachi,White,1500,SUV,53
6721,DFSK Glory 580 1.5 CVT 2021,DFSK,2021,11000,Petrol,Automatic,Islamabad,Black,1500,SUV,53
6722,Toyota Corolla Altis X Automatic 1.6 2022,Toyota,2022,700,Petrol,Automatic,Islamabad,White,1600,Sedan,53
6723,Toyota Corolla Altis CVT-i 1.8 2021,Toyota,2021,37000,Petrol,Automatic,Islamabad,Black,1800,Sedan,53
6724,Toyota Corolla Altis X Automatic 1.6 Special Edition 2022,Toyota,2022,6000,Petrol,Automatic,Un-Registered,Black,1600,Sedan,53
6725,Honda Vezel X Honda Sensing 2016,Honda,2016,53000,Petrol,Automatic,Un-Registered,Black,1500,Crossover,53
6726,Toyota Aqua S 2018,Toyota,2018,51000,Hybrid,Automatic,Un-Registered,Black,1500,Hatchback,53
6727,Toyota Corolla Altis Grande X CVT-i 1.8 Beige Interior 2021,Toyota,2021,19500,Petrol,Automatic,Sindh,White,1800,Sedan,53
6728,DFSK Glory 580 1.5 CVT 2021,DFSK,2021,59000,Petrol,Automatic,Rawalpindi,White,1500,SUV,53
6729,Toyota Corolla Altis Grande X CVT-i 1.8 Beige Interior 2021,Toyota,2021,6000,Petrol,Automatic,Sindh,Black,1800,Sedan,53
6730,Toyota Corolla Altis Automatic 1.6 2021,Toyota,2021,10000,Petrol,Automatic,Lahore,Silver,1600,Sedan,53
6731,Hyundai Elantra GLS 2021,Hyundai,2021,39000,Petrol,Automatic,Karachi,White,2000,Sedan,53
6732,Toyota Corolla Altis SR Cruisetronic 1.6 2022,Toyota,2022,9700,Petrol,Automatic,Un-Registered,Black,1600,Sedan,53
6733,Toyota Rush G A/T 2018,Toyota,2018,43000,Petrol,Automatic,Sindh,White,1500,SUV,53
6734,MG HS 1.5 Turbo 2021,MG,2021,35000,Petrol,Automatic,Karachi,Black,1500,SUV,53
6735,Honda Vezel X Honda Sensing 2016,Honda,2016,53000,Petrol,Automatic,Un-Registered,Black,1500,Crossover,53
6736,Honda Civic Oriel 1.8 i-VTEC CVT 2020,Honda,2020,9800,Petrol,Automatic,Un-Registered,White,1800,Sedan,53
6737,Toyota Corolla Altis Automatic 1.6 2022,Toyota,2022,2300,Petrol,Automatic,Karachi,White,1600,Sedan,53
6738,Honda Civic 1.8 i-VTEC CVT 2021,Honda,2021,12000,Petrol,Automatic,Sindh,White,1800,Sedan,53
