S.No#,CarTitle,CarCompany,ModelYear,Mileage(km),EngineType,Transmission,RegisteredCIty,CarColor,EngineCapacity(cc),BodyType,Price(PKR_lacs),PredictedPrice_LR,PredictedPrice_RR,PredictedPrice_SVR
4657,Toyota Corolla Altis Automatic 1.6 2019,Toyota,2019,53000,Petrol,Automatic,Lahore,White,1600.0,Sedan,39.6,46.931965823857354,47.07802279665975,48.63594741163756
4658,Honda Civic 1.5 RS Turbo 2016,Honda,2016,48000,Petrol,Automatic,Lahore,Silver,1500.0,Sedan,39.6,38.93812415256616,38.984656824590274,44.46482547372183
4659,Honda City 1.2L CVT 2021,Honda,2021,16500,Petrol,Automatic,Islamabad,Black,1200.0,Compact sedan,39.6,39.929011690339394,40.12205086688664,33.13405280994486
4660,Honda City 1.2L CVT 2022,Honda,2022,1000,Petrol,Automatic,Un-Registered,White,1200.0,Compact sedan,39.6,42.16077707946897,42.313887462570165,33.13868721577354
4661,Toyota Yaris ATIV X CVT 1.5 2021,Toyota,2021,13000,Petrol,Automatic,Islamabad,White,1500.0,Sedan,39.6,50.000680336775986,50.11134762723486,44.4875312366039
4662,Toyota Yaris ATIV X CVT 1.5 2021,Toyota,2021,22739,Petrol,Automatic,Islamabad,White,1500.0,Sedan,39.7,50.000680336775986,50.11134762723486,44.4875312366039
4663,Toyota Corolla Altis Manual 1.6 2020,Toyota,2020,14000,Petrol,Manual,Un-Registered,White,1600.0,Sedan,39.7,45.30037351919327,45.1985600185908,48.639838185764376
4664,Toyota Corolla GLi Automatic 1.3 VVTi 2020,Toyota,2020,45000,Petrol,Automatic,Islamabad,White,1300.0,Sedan,39.75,43.40959980102434,43.53643989774355,36.69408372025387
4665,Toyota Corolla GLi 1.3 VVTi 2019,Toyota,2019,22000,Petrol,Manual,Punjab,White,1300.0,Sedan,39.75,33.61115769231674,33.45341903832377,36.6885764637536
4666,Toyota Aqua S 2017,Toyota,2017,43000,Hybrid,Automatic,Islamabad,White,1500.0,Hatchback,39.75,49.964325453333004,49.969005104537246,44.47008406581756
4667,Toyota Yaris ATIV CVT 1.3 2022,Toyota,2022,4900,Petrol,Automatic,Punjab,White,1300.0,Sedan,39.75,46.85729096701289,46.9124118562886,36.70307978025424
4668,Honda City 1.5L CVT 2022,Honda,2022,9500,Petrol,Automatic,Lahore,White,1500.0,Compact sedan,39.75,45.648751694884595,45.786722760648445,44.49209787790328
4669,Honda City 1.2L M/T 2022,Honda,2022,2875,Petrol,Manual,Punjab,Grey,1200.0,Compact sedan,39.75,32.267689344775135,32.09265075818075,33.13734048957542
4670,Toyota Vitz F 1.0 2019,Toyota,2019,42960,Petrol,Automatic,Un-Registered,Grey,1000.0,Hatchback,39.75,38.68301256155246,38.72753660791386,26.797833002114636
4671,Honda Civic Oriel 1.8 i-VTEC CVT 2016,Honda,2016,39000,Petrol,Automatic,Islamabad,White,1800.0,Sedan,39.75,47.67831324841154,47.72838327775662,57.279367662519824
4672,Honda City 1.2L CVT 2022,Honda,2022,1300,Petrol,Automatic,Islamabad,White,1200.0,Compact sedan,39.75,40.04002775932349,40.16913836423737,33.138410707435
4673,Toyota Yaris ATIV CVT 1.3 2021,Toyota,2021,7700,Petrol,Automatic,Sindh,White,1300.0,Sedan,39.75,44.070556718984335,44.155536733785084,36.698483283630026
4674,Honda Vezel Hybrid Z Honda Sensing  2015,Honda,2015,10956,Hybrid,Automatic,Lahore,Maroon,1500.0,Crossover,39.75,58.551838311856045,58.529196166177826,44.46120426482985
4675,Suzuki Swift GLX CVT 2022,Suzuki,2022,3000,Petrol,Automatic,Karachi,Grey,1200.0,Hatchback,39.8,39.79253517719917,39.95107609546449,33.13804907159029
4676,Nissan Note 1.2E 2017,Nissan,2017,38245,Petrol,Automatic,Punjab,Black,1198.0,Hatchback,39.8,38.42340964881623,38.39085008609254,33.047327879655796
4677,Toyota Vitz Hybrid U 1.5 2017,Toyota,2017,45000,Hybrid,Automatic,Islamabad,Black,1500.0,Hatchback,39.8,51.939667297076085,51.997919104682296,44.47023178331294
4678,Suzuki Swift GLX CVT 2022,Suzuki,2022,490,Petrol,Automatic,Un-Registered,White,1200.0,Hatchback,39.8,43.55960491903443,43.77561773884554,33.13839564888979
4679,Toyota Corolla Altis Automatic 1.6 2019,Toyota,2019,40000,Petrol,Automatic,Islamabad,White,1600.0,Sedan,39.8,48.0803258228334,48.20879774824243,48.63605798526154
4680,Honda City 1.5 i-VTEC Prosmatec 2021,Honda,2021,32000,Petrol,Automatic,Islamabad,Silver,1500.0,Sedan,39.8,50.51827371517902,50.49543926364731,44.48735958431989
4681,Toyota Yaris ATIV X CVT 1.5 2022,Toyota,2022,1600,Petrol,Automatic,Un-Registered,Black,1500.0,Sedan,39.8,56.183129413391725,56.36101222320849,44.49245416775319
4682,Toyota Corolla Altis Grande CVT-i 1.8 2018,Toyota,2018,50400,Petrol,Automatic,Sindh,White,1800.0,Sedan,39.8,49.0732895383635,49.17479782128976,57.28818580341053
4683,Toyota Yaris ATIV X CVT 1.5 2022,Toyota,2022,1000,Petrol,Automatic,Punjab,White,1500.0,Sedan,39.8,51.36201359003735,51.41131808828504,44.49200452716
4684,Toyota Corolla Altis Grande X CVT-i 1.8 Beige Interior 2018,Toyota,2018,48000,Petrol,Automatic,Karachi,Silver,1800.0,Sedan,39.8,48.077879167677565,48.15678602823573,57.28824810404643
4685,Honda Civic Oriel 1.8 i-VTEC CVT 2018,Honda,2018,40000,Petrol,Automatic,Karachi,Silver,1800.0,Sedan,39.85,49.43021770841278,49.405469818239,57.28809256266718
4686,Honda City Aspire Prosmatec 1.5 i-VTEC 2021,Honda,2021,32000,Petrol,Automatic,Islamabad,White,1500.0,Sedan,39.85,51.353018877511204,51.36003141723813,44.487386133644975
4687,Toyota Yaris ATIV X CVT 1.5 2021,Toyota,2021,26000,Petrol,Automatic,Islamabad,Grey,1500.0,Sedan,39.85,49.94042611820714,50.04187938310315,44.48746910707466
4688,Honda BR-V i-VTEC S 2018,Honda,2018,29360,Petrol,Automatic,Islamabad,Silver,1500.0,MPV,39.85,47.74444414870595,47.72566896610533,44.474203353658844
4689,Toyota Yaris ATIV X CVT 1.5 2021,Toyota,2021,18000,Petrol,Automatic,Karachi,Silver,1500.0,Sedan,39.9,47.57986897132287,47.6364311727275,44.48749180701746
4690,Toyota Yaris ATIV X CVT 1.5 2021,Toyota,2021,17000,Petrol,Automatic,Lahore,White,1500.0,Sedan,39.9,48.85232033779994,48.98057267565218,44.48742052112757
4691,Honda Civic 1.8 i-VTEC CVT 2018,Honda,2018,40000,Petrol,Automatic,Punjab,Grey,1800.0,Sedan,39.9,51.06575019583124,51.03488699216905,57.28804754801856
4692,Toyota Corolla GLi Automatic 1.3 VVTi 2020,Toyota,2020,44000,Petrol,Automatic,Islamabad,White,1300.0,Sedan,39.9,43.40959980102434,43.53643989774355,36.69408372025387
4693,Honda Civic Oriel 1.8 i-VTEC CVT 2018,Honda,2018,60000,Petrol,Automatic,Lahore,White,1800.0,Sedan,39.9,50.702669074889855,50.749611321163684,57.288029607342644
4694,Toyota Corolla GLi Automatic 1.3 VVTi 2020,Toyota,2020,42000,Petrol,Automatic,Lahore,Black,1300.0,Sedan,39.9,44.236581645791375,44.43457894630592,36.69412087659566
4695,Honda Vezel Hybrid X 2014,Honda,2014,49000,Petrol,Automatic,Lahore,Black,1500.0,Crossover,39.9,55.81901101203857,55.931756700736514,44.45658579023535
4696,Toyota Corolla Altis Automatic 1.6 2019,Toyota,2019,44000,Petrol,Automatic,Islamabad,White,1600.0,Sedan,39.9,48.0803258228334,48.20879774824243,48.63605798526154
4697,Toyota Yaris ATIV X CVT 1.5 2021,Toyota,2021,7880,Petrol,Automatic,Punjab,White,1500.0,Sedan,39.9,49.27565567731017,49.33531659078926,44.48750292050348
4698,Honda City 1.2L CVT 2021,Honda,2021,5500,Petrol,Automatic,Punjab,White,1200.0,Compact sedan,39.9,37.228645187130496,37.317105830295986,33.13388050490775
4699,Toyota Yaris ATIV X CVT 1.5 2021,Toyota,2021,33700,Petrol,Automatic,Lahore,White,1500.0,Sedan,39.9,48.85232033779994,48.98057267565218,44.48742052112757
4700,Toyota Corolla Altis Grande CVT-i 1.8 2018,Toyota,2018,52000,Petrol,Automatic,Karachi,White,1800.0,Sedan,39.9,48.91262433000975,49.02137818182655,57.28827739671538
4701,Toyota Yaris ATIV X CVT 1.5 2022,Toyota,2022,11000,Petrol,Automatic,Un-Registered,Black,1500.0,Sedan,39.95,56.183129413391725,56.36101222320849,44.49245416775319
4702,Nissan Note MEDALIST 2019,Nissan,2019,49689,Hybrid,Automatic,Lahore,Blue,1200.0,Mini Van,39.95,45.38828707266748,45.19465593165387,33.12514093816252
4703,Toyota Yaris ATIV X CVT 1.5 2021,Toyota,2021,19500,Petrol,Automatic,Punjab,White,1500.0,Sedan,39.95,49.27565567731017,49.33531659078926,44.48750292050348
4704,Toyota Yaris ATIV X CVT 1.5 2022,Toyota,2022,14000,Petrol,Automatic,Islamabad,Silver,1500.0,Sedan,39.95,51.25229308717098,51.322756971139825,44.492006293800586
4705,Nissan Note 1.2E 2017,Nissan,2017,50000,Hybrid,Automatic,Un-Registered,Silver,1198.0,Hatchback,39.95,44.71181388360219,44.63961083295908,33.0477521943852
4706,Toyota Yaris ATIV X CVT 1.5 2022,Toyota,2022,8500,Petrol,Automatic,Islamabad,Silver,1500.0,Sedan,39.95,51.25229308717098,51.322756971139825,44.492006293800586
4707,Suzuki Swift GLX CVT 2022,Suzuki,2022,400,Petrol,Automatic,Un-Registered,Grey,1200.0,Hatchback,39.95,43.499350700465584,43.70614949471383,33.13833414344512
4708,Toyota Corolla Altis Automatic 1.6 2018,Toyota,2018,52000,Petrol,Automatic,Lahore,White,1600.0,Sedan,39.95,44.84560791113017,45.00202129916488,48.63148355014481
4709,Honda City 1.5 i-VTEC Prosmatec 2022,Honda,2022,10800,Petrol,Automatic,Un-Registered,Silver,1500.0,Sedan,39.95,54.72538094805168,54.71618985947589,44.492134799774945
4710,Toyota Corolla Altis Automatic 1.6 2019,Toyota,2019,58000,Petrol,Automatic,Punjab,White,1600.0,Sedan,39.95,47.355301163367585,47.43276671179683,48.636029000330126
4711,Toyota Yaris ATIV X CVT 1.5 2021,Toyota,2021,52000,Petrol,Automatic,Punjab,White,1500.0,Sedan,39.99,49.27565567731017,49.33531659078926,44.48750292050348
4712,Honda Fit 1.5 Hybrid L Package 2017,Honda,2017,30000,Hybrid,Automatic,Islamabad,Silver,1500.0,Hatchback,40.0,50.48191883173604,50.353096740949695,44.46991241598079
4713,Toyota Vitz Hybrid F 1.5 2017,Toyota,2017,56000,Hybrid,Automatic,Islamabad,White,1500.0,Hatchback,40.0,49.964325453333004,49.969005104537246,44.47008406581756
4714,Toyota Aqua S 2016,Toyota,2016,60000,Hybrid,Automatic,Islamabad,Black,1500.0,Hatchback,40.0,49.853309384348904,49.921917607187424,44.465758402309184
4715,Honda Vezel Hybrid Z 2014,Honda,2014,60000,Hybrid,Automatic,Sindh,Black,1500.0,Crossover,40.0,61.79468727749736,61.82711375668987,44.4568796135776
4716,Toyota Aqua S 2016,Toyota,2016,60000,Hybrid,Automatic,Karachi,White,1500.0,Hatchback,40.0,46.29190133748489,46.28267930612583,44.46559780596094
4717,Suzuki Jimny GA MT 2019,Suzuki,2019,51000,Petrol,Manual,Un-Registered,Beige,1500.0,SUV,40.0,60.42095019041426,60.38212687657597,44.47802296155499
4718,Suzuki Swift DLX Automatic 1.3 Navigation 2022,Suzuki,2022,3500,Petrol,Automatic,Sindh,White,1300.0,Hatchback,40.0,42.26581591563445,42.42341709505672,36.702888496331084
4719,Toyota Yaris ATIV X CVT 1.5 2022,Toyota,2022,13500,Petrol,Automatic,Islamabad,White,1500.0,Sedan,40.0,52.087038249503166,52.187349124730645,44.49203284353058
4720,Honda City 1.2L M/T 2022,Honda,2022,2500,Petrol,Manual,Islamabad,White,1200.0,Compact sedan,40.0,33.052968222809795,32.93815003875807,33.13742781231793
4721,Toyota Yaris ATIV X CVT 1.5 2020,Toyota,2020,57000,Petrol,Automatic,Islamabad,White,1500.0,Sedan,40.0,47.914322424048805,48.03534612973999,44.483035266619964
4722,Toyota Vitz RS GS 1.5 2013,Toyota,2013,60000,Petrol,Manual,Sindh,White,1500.0,Hatchback,40.0,26.95371600989256,26.75561936180111,44.450854116486255
4723,Toyota Corolla Altis Automatic 1.6 2018,Toyota,2018,55000,Petrol,Automatic,Islamabad,White,1600.0,Sedan,40.0,45.99396791010622,46.13279625074756,48.6315941235619
4724,Toyota Yaris ATIV CVT 1.3 2022,Toyota,2022,2000,Petrol,Automatic,Punjab,White,1300.0,Sedan,40.0,46.85729096701289,46.9124118562886,36.70307978025424
4725,Honda BR-V i-VTEC S 2018,Honda,2018,50000,Petrol,Automatic,Sindh,Silver,1500.0,MPV,40.0,46.319043153938765,46.268764304651995,44.47409428885295
4726,Toyota Corolla Altis Automatic 1.6 2018,Toyota,2018,19400,Petrol,Automatic,Islamabad,White,1600.0,Sedan,40.0,45.99396791010622,46.13279625074756,48.6315941235619
4727,Honda City 1.2L CVT 2022,Honda,2022,1000,Petrol,Automatic,Islamabad,White,1200.0,Compact sedan,40.0,40.04002775932349,40.16913836423737,33.138410707435
4728,Honda City 1.2L M/T 2022,Honda,2022,5000,Petrol,Manual,Punjab,Black,1200.0,Compact sedan,40.0,34.30328540708706,34.191033002457516,33.137548482248974
4729,Honda City 1.2L CVT 2022,Honda,2022,8956,Petrol,Automatic,Islamabad,White,1200.0,Compact sedan,40.0,40.04002775932349,40.16913836423737,33.138410707435
4730,Honda City 1.2L CVT 2022,Honda,2022,1300,Petrol,Automatic,Islamabad,White,1200.0,Compact sedan,40.0,40.04002775932349,40.16913836423737,33.138410707435
4731,Toyota Vitz F 1.0 2018,Toyota,2018,44000,Petrol,Automatic,Punjab,White,1000.0,Hatchback,40.0,33.81113488778283,33.800223219772306,26.793180950347306
4732,Honda City 1.2L CVT 2022,Honda,2022,21000,Petrol,Automatic,Punjab,White,1200.0,Compact sedan,40.0,39.31500309985768,39.39310732779177,33.13838488996825
4733,Honda Civic 1.8 i-VTEC CVT 2017,Honda,2017,40000,Petrol,Automatic,Abbottabad,White,1800.0,Sedan,40.0,49.26672086112558,49.294575262466424,57.28373761904129
4734,Toyota Corolla Altis Grande CVT-i 1.8 2018,Toyota,2018,40000,Petrol,Automatic,Sindh,White,1800.0,Sedan,40.0,49.0732895383635,49.17479782128976,57.28818580341053
4735,Toyota Yaris ATIV CVT 1.3 2022,Toyota,2022,17000,Petrol,Automatic,Punjab,White,1300.0,Sedan,40.0,46.85729096701289,46.9124118562886,36.70307978025424
4736,Honda Civic Oriel 1.8 i-VTEC CVT 2018,Honda,2018,54000,Petrol,Automatic,Islamabad,Grey,1800.0,Sedan,40.0,51.79077485529706,51.81091802861465,57.288077592527664
4737,Toyota Yaris ATIV X CVT 1.5 2021,Toyota,2021,8000,Petrol,Automatic,Islamabad,Grey,1500.0,Sedan,40.0,49.94042611820714,50.04187938310315,44.48746910707466
4738,Honda Civic Oriel 1.8 i-VTEC CVT 2017,Honda,2017,52000,Petrol,Automatic,Islamabad,Black,1800.0,Sedan,40.0,51.7400130048818,51.83329877539654,57.28389784851251
4739,Toyota Vitz F 1.0 2019,Toyota,2019,19000,Petrol,Automatic,Un-Registered,Black,1000.0,Hatchback,40.0,40.718608623864384,40.825918852190625,26.79803709737974
4740,Honda Civic Oriel 1.8 i-VTEC CVT 2018,Honda,2018,44000,Petrol,Automatic,Sindh,White,1800.0,Sedan,40.0,50.425628079098715,50.42348161129303,57.28803026201612
4741,Honda BR-V i-VTEC S 2020,Honda,2020,51000,Petrol,Automatic,Sindh,Silver,1500.0,MPV,40.0,50.491758979394035,50.42076729964174,44.483069299411085
4742,Toyota Corolla Altis Automatic 1.6 2020,Toyota,2020,57000,Petrol,Automatic,Sindh,White,1600.0,Sedan,40.0,48.741282740794304,48.82789458428397,48.6404170009517
4743,Honda Civic Oriel 1.8 i-VTEC CVT 2018,Honda,2018,50000,Petrol,Automatic,Adda jahan khan,White,1800.0,Sedan,40.0,45.312102159945425,45.50675460230832,57.28812332568128
4744,Toyota Yaris ATIV CVT 1.3 2021,Toyota,2021,18500,Petrol,Automatic,Islamabad,Silver,1300.0,Sedan,40.0,44.66121255141934,44.7478492416476,36.69856673266759
4745,Honda City 1.2L CVT 2022,Honda,2022,3500,Petrol,Automatic,Punjab,Grey,1200.0,Compact sedan,40.0,39.25474888128883,39.323639083660055,33.13832338454246
4746,Toyota Yaris ATIV CVT 1.3 2022,Toyota,2022,500,Petrol,Automatic,Punjab,Silver,1300.0,Sedan,40.2,46.0225458046807,46.04781970269778,36.703055377721185
4747,Suzuki Swift GLX CVT 2022,Suzuki,2022,4473,Petrol,Automatic,Islamabad,White,1200.0,Hatchback,40.2,41.43885559888895,41.630868640512745,33.13811914049984
4748,Toyota Corolla Altis Automatic 1.6 2019,Toyota,2019,54000,Petrol,Automatic,Islamabad,Silver,1600.0,Sedan,40.2,47.24558066050122,47.34420559465161,48.63603045038838
4749,Toyota Corolla Altis Automatic 1.6 2019,Toyota,2019,46000,Petrol,Automatic,Islamabad,White,1600.0,Sedan,40.2,48.0803258228334,48.20879774824243,48.63605798526154
4750,Toyota Yaris ATIV X CVT 1.5 2022,Toyota,2022,11000,Petrol,Automatic,Punjab,White,1500.0,Sedan,40.25,51.36201359003735,51.41131808828504,44.49200452716
4751,Suzuki Swift GLX CVT 2022,Suzuki,2022,9168,Petrol,Automatic,Punjab,White,1200.0,Hatchback,40.25,40.71383093942313,40.85483760406714,33.13809332305068
4752,Toyota Corolla Altis Automatic 1.6 2020,Toyota,2020,47000,Petrol,Automatic,Sindh,White,1600.0,Sedan,40.25,48.741282740794304,48.82789458428397,48.6404170009517
4753,Toyota Yaris ATIV X CVT 1.5 2021,Toyota,2021,22000,Petrol,Automatic,Punjab,White,1500.0,Sedan,40.25,49.27565567731017,49.33531659078926,44.48750292050348
4754,Suzuki Swift GLX CVT 2022,Suzuki,2022,8500,Petrol,Automatic,Islamabad,White,1200.0,Hatchback,40.25,41.43885559888895,41.630868640512745,33.13811914049984
4755,Honda Civic Oriel 1.8 i-VTEC CVT 2018,Honda,2018,36000,Petrol,Automatic,Sindh,White,1800.0,Sedan,40.25,50.425628079098715,50.42348161129303,57.28803026201612
4756,Toyota Corolla Altis Automatic 1.6 2018,Toyota,2018,12000,Petrol,Automatic,Punjab,White,1600.0,Sedan,40.25,45.268943250640405,45.35676521430196,48.631565138911974
4757,Toyota Corolla Altis Automatic 1.6 2019,Toyota,2019,46500,Petrol,Automatic,Islamabad,White,1600.0,Sedan,40.3,48.0803258228334,48.20879774824243,48.63605798526154
4758,Honda Civic Oriel 1.8 i-VTEC CVT 2018,Honda,2018,42000,Petrol,Automatic,Sindh,White,1800.0,Sedan,40.3,50.425628079098715,50.42348161129303,57.28803026201612
4759,Toyota Corolla GLi Automatic 1.3 VVTi 2019,Toyota,2019,46000,Petrol,Automatic,Islamabad,Silver,1300.0,Sedan,40.3,40.48849672596407,40.59584624665786,36.689559865071686
4760,Toyota Corolla Altis Automatic 1.6 2019,Toyota,2019,46000,Petrol,Automatic,Islamabad,White,1600.0,Sedan,40.3,48.0803258228334,48.20879774824243,48.63605798526154
4761,Toyota Corolla Altis Automatic 1.6 2020,Toyota,2020,37000,Petrol,Automatic,Punjab,Black,1600.0,Sedan,40.3,51.417000919838756,51.53768220943675,48.6406446039841
4762,Suzuki Swift DLX Automatic 1.3 Navigation 2022,Suzuki,2022,14000,Petrol,Automatic,Punjab,Silver,1300.0,Hatchback,40.3,42.131447088603636,42.239698566473635,36.70294521947342
4763,Toyota Corolla GLi Automatic 1.3 VVTi 2020,Toyota,2020,38000,Petrol,Automatic,Islamabad,White,1300.0,Sedan,40.35,43.40959980102434,43.53643989774355,36.69408372025387
4764,Honda City Aspire Prosmatec 1.5 i-VTEC 2021,Honda,2021,7700,Petrol,Automatic,Islamabad,White,1500.0,Sedan,40.35,51.353018877511204,51.36003141723813,44.487386133644975
4765,Toyota Corolla GLi 1.3 VVTi 2020,Toyota,2020,19000,Petrol,Automatic,Sindh,White,1300.0,Sedan,40.38,41.984198806257155,42.07953523629021,36.69397586925132
4766,Suzuki Swift GLX CVT 2022,Suzuki,2022,6000,Petrol,Automatic,Islamabad,White,1200.0,Hatchback,40.49,41.43885559888895,41.630868640512745,33.13811914049984
4767,Toyota Aqua S 2015,Toyota,2015,18000,Hybrid,Automatic,Islamabad,White,1500.0,Hatchback,40.5,45.79160962787773,45.8170021095475,44.4611429599903
4768,Honda Fit 1.5 Hybrid L Package 2017,Honda,2017,44000,Hybrid,Automatic,Islamabad,Silver,1500.0,Hatchback,40.5,50.48191883173604,50.353096740949695,44.46991241598079
4769,Toyota Corolla Altis Automatic 1.6 2018,Toyota,2018,35000,Petrol,Automatic,Lahore,White,1600.0,Sedan,40.5,44.84560791113017,45.00202129916488,48.63148355014481
4770,Honda City Aspire Prosmatec 1.5 i-VTEC 2020,Honda,2020,18000,Petrol,Automatic,Islamabad,Silver,1500.0,Sedan,40.5,48.43191580245184,48.41943776615244,44.48286361491134
4771,Toyota Yaris ATIV CVT 1.3 2022,Toyota,2022,15000,Petrol,Automatic,Islamabad,Silver,1300.0,Sedan,40.5,46.74757046414652,46.82385073914338,36.70308210339691
4772,Honda City 1.3 i-VTEC Prosmatec 2022,Honda,2022,2500,Petrol,Automatic,Punjab,White,1300.0,Sedan,40.5,48.209629507748105,48.16109564629187,36.702943275156244
4773,Honda City Aspire Prosmatec 1.5 i-VTEC 2022,Honda,2022,10350,Petrol,Automatic,Un-Registered,White,1500.0,Sedan,40.6,55.56012611038386,55.58078201306671,44.49216134952849
4774,Toyota Corolla Altis Automatic 1.6 2019,Toyota,2019,53000,Petrol,Automatic,Lahore,White,1600.0,Sedan,40.6,46.931965823857354,47.07802279665975,48.63594741163756
4775,Honda Civic Oriel 1.8 i-VTEC CVT 2018,Honda,2018,59000,Petrol,Automatic,Lahore,Silver,1800.0,Sedan,40.7,49.86792391255767,49.885019167572864,57.2880003147053
4776,Honda City 1.5L CVT 2022,Honda,2022,3500,Petrol,Automatic,Un-Registered,White,1500.0,Compact sedan,40.75,48.91786101400612,49.06224681056392,44.492482202490834
4777,Toyota Yaris ATIV X CVT 1.5 2022,Toyota,2022,12000,Petrol,Automatic,Punjab,Black,1500.0,Sedan,40.75,53.33735543378043,53.44023208843009,44.49215224239982
4778,Honda Civic Oriel 1.8 i-VTEC CVT 2018,Honda,2018,50500,Petrol,Automatic,Lahore,Grey,1800.0,Sedan,40.75,50.64241485632101,50.68014307703197,57.28796815461064
4779,Honda City 1.2L M/T 2022,Honda,2022,4000,Petrol,Manual,Islamabad,White,1200.0,Compact sedan,40.75,33.052968222809795,32.93815003875807,33.13742781231793
4780,Toyota Yaris ATIV X CVT 1.5 2022,Toyota,2022,7800,Petrol,Automatic,Punjab,Black,1500.0,Sedan,40.75,53.33735543378043,53.44023208843009,44.49215224239982
4781,Toyota Vitz Jewela 1.0 2019,Toyota,2019,41400,Petrol,Automatic,Un-Registered,Silver,1000.0,Hatchback,40.75,37.90852161778912,37.932412698454755,26.79787250328672
4782,Honda Civic Oriel 1.8 i-VTEC CVT 2018,Honda,2018,57000,Petrol,Automatic,Islamabad,Silver,1800.0,Sedan,40.75,51.01628391153372,51.015794119155544,57.28810975262258
4783,Toyota Corolla Altis Automatic 1.6 2019,Toyota,2019,53000,Petrol,Automatic,Islamabad,Silver,1600.0,Sedan,40.75,47.24558066050122,47.34420559465161,48.63603045038838
4784,Toyota Yaris ATIV X CVT 1.5 2021,Toyota,2021,23000,Petrol,Automatic,Islamabad,Black,1500.0,Sedan,40.75,51.97602218051907,52.140261627379914,44.487678952396294
4785,Honda City 1.5L ASPIRE CVT 2021,Honda,2021,29471,Petrol,Automatic,Islamabad,White,1500.0,Compact sedan,40.75,44.71075378113346,44.84149621473534,44.48770698720577
